run_id,epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250516_043200,1,0.6904664343329752,0.6747054472565651,0.6304,0.657224131800403,0.5520159283225485,0.6000432853587274,2025-05-16 04:32:06
20250516_043200,2,0.6414812104717181,0.5886547178030014,0.69905,0.7519399249061327,0.5981085116973619,0.6662600499029665,2025-05-16 04:32:11
20250516_043200,3,0.5390301390438322,0.503700964152813,0.755,0.7547786471229078,0.7586859133897461,0.756727236619998,2025-05-16 04:32:16
20250516_043200,4,0.4847409218359905,0.46993680819869044,0.7787,0.7984702007861468,0.7482329517172722,0.7725357179566246,2025-05-16 04:32:21
20250516_043200,5,0.4620561893958195,0.45220105201005933,0.78875,0.8018672199170125,0.7695370831259333,0.7853695707391415,2025-05-16 04:32:26
20250516_043200,6,0.44740677278512603,0.44181686639785767,0.7948,0.8121256698539455,0.769437531110005,0.7902055004600756,2025-05-16 04:32:31
20250516_043200,7,0.4366625978308878,0.43513059988617897,0.801,0.8293689584012165,0.760179193628671,0.7932682318720133,2025-05-16 04:32:36
20250516_043200,8,0.4334142506122589,0.42783600389957427,0.80495,0.8214734198409376,0.781483325037332,0.8009795418601092,2025-05-16 04:32:41
20250516_043200,9,0.4249682938976652,0.4231670290231705,0.8069,0.810111345170027,0.803982080637133,0.807035075447187,2025-05-16 04:32:46
20250516_043200,10,0.416592207114408,0.4189898997545242,0.8118,0.8297805313451644,0.7866600298656048,0.8076451349141456,2025-05-16 04:32:51
20250516_043200,11,0.4166419832569778,0.4161276362836361,0.81375,0.8369588398379185,0.7813837730214037,0.808217062245791,2025-05-16 04:32:56
20250516_043200,12,0.41362102206345575,0.4127076491713524,0.81485,0.8204972710733778,0.8081632653061225,0.8142835648728622,2025-05-16 04:33:01
20250516_043200,13,0.40882749428414994,0.4112339310348034,0.8154,0.8144738144738145,0.8190144350423096,0.8167378139581059,2025-05-16 04:33:06
20250516_043200,14,0.4071320424413985,0.4081447422504425,0.81795,0.8235650767987065,0.8113489298158287,0.8174113635223911,2025-05-16 04:33:11
20250516_043200,15,0.40417557689035016,0.40633839219808576,0.81945,0.8281313749490004,0.8082628173220507,0.8180764774044033,2025-05-16 04:33:16
20250516_043200,16,0.40593111647921765,0.404765135794878,0.8206,0.8373210740779438,0.7978098556495768,0.8170880913539967,2025-05-16 04:33:21
20250516_043200,17,0.4048284168835658,0.40411076247692107,0.8201,0.8394229756765295,0.7936286709805873,0.81588373759083,2025-05-16 04:33:26
20250516_043200,18,0.40007907152175903,0.40319044813513755,0.82115,0.8355467939406516,0.8016923842707815,0.8182695727277346,2025-05-16 04:33:31
20250516_043200,19,0.40054089438383744,0.4027289092540741,0.82155,0.8329905388728918,0.8063713290194127,0.8194648186554707,2025-05-16 04:33:36
20250516_043200,20,0.40017117759224713,0.4025560453534126,0.82125,0.8324768756423433,0.8063713290194127,0.8192161820480405,2025-05-16 04:33:41
