run_id,epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250516_040504,1,0.6970415886040706,0.6617700040340424,0.71065,0.7372409182081568,0.658636137381782,0.6957253273042747,2025-05-16 04:05:09
20250516_040504,2,0.5578933925765335,0.35367651879787443,0.89065,0.891412631998406,0.8907914385266301,0.8911019270029378,2025-05-16 04:05:14
20250516_040504,3,0.21433844218018708,0.1543830705806613,0.94385,0.9476219145093318,0.9401692384270781,0.9438808655239618,2025-05-16 04:05:19
20250516_040504,4,0.1476016082581441,0.13893935550004244,0.94935,0.957548125633232,0.9408661025385764,0.9491338187296008,2025-05-16 04:05:23
20250516_040504,5,0.13843234044731043,0.1328416870906949,0.95155,0.9587545491306106,0.944151319064211,0.9513969002357426,2025-05-16 04:05:28
20250516_040504,6,0.13272965675706316,0.12944863718003036,0.95215,0.9545818327330933,0.9499253359880537,0.9522478918217654,2025-05-16 04:05:33
20250516_040504,7,0.12908821894674544,0.12683370653539897,0.95335,0.9635734635734636,0.9427575908412146,0.9530518794344085,2025-05-16 04:05:38
20250516_040504,8,0.1285661964849302,0.12460672613233328,0.9538,0.9621035565913466,0.9452463912394226,0.9536004820729135,2025-05-16 04:05:43
20250516_040504,9,0.12628287214572262,0.12397676426917315,0.9541,0.9516081147946561,0.9572921851667496,0.9544416873449132,2025-05-16 04:05:47
20250516_040504,10,0.12374405168993458,0.1211026031523943,0.95555,0.9616780960064543,0.9493280238924838,0.9554631531486398,2025-05-16 04:05:52
20250516_040504,11,0.1232161292699492,0.11998510379344225,0.95585,0.9632888349514563,0.9482329517172723,0.9557016003612101,2025-05-16 04:05:57
20250516_040504,12,0.12142247621231018,0.11903777197003365,0.95585,0.9596628537025887,0.9521154803384768,0.9558742691519664,2025-05-16 04:06:02
20250516_040504,13,0.1195700870482785,0.11873804479837417,0.95585,0.9561840270862378,0.9558984569437531,0.9560412206899985,2025-05-16 04:06:07
20250516_040504,14,0.11751716947005053,0.11754989083856345,0.9562,0.9585875762728818,0.954006968641115,0.9562917872467818,2025-05-16 04:06:12
20250516_040504,15,0.11663281101330071,0.11684222090989352,0.9562,0.9616352834558454,0.9507217521154804,0.9561473768522226,2025-05-16 04:06:16
20250516_040504,16,0.11759136294483379,0.11623277571052312,0.9564,0.9605382066472538,0.9523145843703335,0.9564087182563488,2025-05-16 04:06:21
20250516_040504,17,0.11780334700634525,0.11613996904343367,0.95635,0.9593349358974359,0.9535092085614734,0.9564132008587548,2025-05-16 04:06:26
20250516_040504,18,0.11709969576187194,0.11584986113011837,0.95655,0.9595352564102564,0.95370831259333,0.956612911278646,2025-05-16 04:06:31
20250516_040504,19,0.11587881524661545,0.11564559806138278,0.95685,0.9596515818982779,0.9542060726729716,0.9569210802176409,2025-05-16 04:06:36
20250516_040504,20,0.1160186416688998,0.11571091152727604,0.95675,0.9592755653392036,0.9544051767048283,0.9568341733619442,2025-05-16 04:06:40
