run_id,epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250516_042931,1,0.6978561616247627,0.6883733630180359,0.55675,0.5794078061911171,0.42857142857142855,0.4927038626609442,2025-05-16 04:29:37
20250516_042931,2,0.669302461633257,0.6295888021588325,0.7015,0.7544648432621456,0.6013937282229965,0.6692887214713051,2025-05-16 04:29:44
20250516_042931,3,0.5437766471106535,0.479695089161396,0.77115,0.7907273500638027,0.7402687904430064,0.7646665638336161,2025-05-16 04:29:50
20250516_042931,4,0.454031818421783,0.435782665014267,0.7993,0.8333886124930902,0.7504230960676954,0.7897328444211629,2025-05-16 04:29:57
20250516_042931,5,0.4209970277585801,0.410538399964571,0.8126,0.8494838494838495,0.7618715778994525,0.8032958958748819,2025-05-16 04:30:04
20250516_042931,6,0.39854364752010174,0.3944881156086922,0.81955,0.8606006275212909,0.7645594823295172,0.8097422109758027,2025-05-16 04:30:10
20250516_042931,7,0.38528041209384895,0.3832084387540817,0.8262,0.8737908273585979,0.7643603782976606,0.8154205607476636,2025-05-16 04:30:17
20250516_042931,8,0.37308864779533096,0.37361612915992737,0.83075,0.8681185054167588,0.781781981085117,0.8226913205175214,2025-05-16 04:30:23
20250516_042931,9,0.3627410365897379,0.3671500518918037,0.8327,0.8615999136348915,0.7945246391239422,0.8267039569090533,2025-05-16 04:30:30
20250516_042931,10,0.356395339130596,0.3613068230450153,0.837,0.8882911754606845,0.7726231956197113,0.8264295602172292,2025-05-16 04:30:36
20250516_042931,11,0.35154954263359117,0.3568153381347656,0.83965,0.8923571264631627,0.7741164758586362,0.8290420598112905,2025-05-16 04:30:43
20250516_042931,12,0.3455080788606291,0.3520496539771557,0.83975,0.8844424460431655,0.7832752613240418,0.8307903489784066,2025-05-16 04:30:50
20250516_042931,13,0.34507066808688414,0.34888890087604524,0.8407,0.8837417477900862,0.7862618218018915,0.8321567801074702,2025-05-16 04:30:56
20250516_042931,14,0.3407517762700464,0.34638108536601064,0.84145,0.873262380538662,0.8004977600796416,0.835298395055316,2025-05-16 04:31:03
20250516_042931,15,0.3345186406639731,0.3441531166434288,0.8429,0.8767601790197577,0.7996017919362867,0.8364052900135375,2025-05-16 04:31:09
20250516_042931,16,0.33159808349457515,0.34263175204396246,0.8445,0.8910567271907072,0.7865604778496764,0.8355541455160744,2025-05-16 04:31:16
20250516_042931,17,0.3319686387374902,0.341244575381279,0.8449,0.8884413114020365,0.7904430064708811,0.8365820250763881,2025-05-16 04:31:23
20250516_042931,18,0.33069514222205826,0.34032400622963904,0.8449,0.8822816870388723,0.7976107516177202,0.8378124019659102,2025-05-16 04:31:29
20250516_042931,19,0.3289658803089409,0.339808502048254,0.8459,0.8871344378961414,0.7942259830761573,0.8381132471898308,2025-05-16 04:31:36
20250516_042931,20,0.32775387984172555,0.3395942717790604,0.84615,0.8861671469740634,0.7959183673469388,0.8386217024177899,2025-05-16 04:31:42
