run_id,epoch,train_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250319_164119,1,0.09826046484522521,0.97796,0.9694722048719551,0.9872783652699372,0.9782942682686626,2025-03-19 16:44:39
20250319_164119,2,0.05051022086851935,0.98148,0.9834770114942529,0.9796453844318995,0.981557458673571,2025-03-19 16:48:00
20250319_164119,3,0.0374366891834211,0.98184,0.9792836245749981,0.9847340383239246,0.9820012686330479,2025-03-19 16:51:21
20250319_164119,4,0.03029822881683968,0.98328,0.9820026956314913,0.9848135485409876,0.9834061135371179,2025-03-19 16:54:42
20250319_164119,5,0.022937042997192843,0.98148,0.981631679389313,0.9815536296414089,0.9815926529638612,2025-03-19 16:58:02
20250319_164119,6,0.019925352027557304,0.98264,0.9815975251844213,0.9839389361532958,0.982766836086404,2025-03-19 17:01:23
20250319_164119,7,0.017185036687228775,0.98244,0.9865319865319865,0.9784527311759561,0.982475749471079,2025-03-19 17:04:44
20250319_164119,8,0.014424018904083223,0.983,0.9789531767302538,0.9874373857040629,0.983176978189447,2025-03-19 17:08:05
20250319_164119,9,0.013135700605126494,0.98308,0.9836065573770492,0.9827462828973523,0.9831762319532276,2025-03-19 17:11:26
20250319_164119,10,0.01045771408838529,0.97632,0.9673972389049216,0.9861652222310567,0.9766910780376408,2025-03-19 17:14:47
20250319_164119,11,0.012027230110522704,0.98224,0.9756919940406179,0.9893456309135724,0.9824713778128701,2025-03-19 17:18:07
20250319_164119,12,0.007205809303837488,0.98236,0.9804433887569279,0.9845750178897988,0.9825048597611774,2025-03-19 17:21:28
20250319_164119,13,0.006650554139321579,0.98232,0.9790761942360837,0.985926691579868,0.982489501624277,2025-03-19 17:24:49
20250319_164119,14,0.0056075377956729755,0.98204,0.9810407742344915,0.9833028544167925,0.9821705118532343,2025-03-19 17:28:10
20250319_164119,15,0.004569383434951839,0.97892,0.9864362990473114,0.9714558320744215,0.9788887553579297,2025-03-19 17:31:31
20250319_164119,16,0.00453907519866244,0.9826,0.9759328943242396,0.9898226922159498,0.9828287214305451,2025-03-19 17:34:52
20250319_164119,17,0.005490224710634944,0.97776,0.9659663539809288,0.9906973046036416,0.97817553776103,2025-03-19 17:38:13
20250319_164119,18,0.004103428551640218,0.98316,0.9833015267175572,0.9832233441997297,0.9832624339045044,2025-03-19 17:41:34
20250319_164119,19,0.005212535232456646,0.9806,0.9816762268961122,0.9797248946489624,0.9806995901150065,2025-03-19 17:44:55
20250319_164119,20,0.0035690624965227535,0.98208,0.9799762564305501,0.984495507672736,0.9822306838013645,2025-03-19 17:48:16
