run_id,epoch,train_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250321_182708,1,0.2301456135897913,0.93056,0.963409421219116,0.8960006360817365,0.9284831506962182,2025-03-21 18:30:04
20250321_182708,2,0.14400902306565652,0.9418,0.9465232053958568,0.9372664387373778,0.9418720786225081,2025-03-21 18:33:02
20250321_182708,3,0.1139201156083024,0.9436,0.9565039653339874,0.9301900294187803,0.9431634956465657,2025-03-21 18:36:00
20250321_182708,4,0.08537107118033509,0.94176,0.9734355044699873,0.9090403116800508,0.9401365019324068,2025-03-21 18:38:58
20250321_182708,5,0.06518524866424018,0.94264,0.961407867494824,0.92303410988312,0.9418302774622749,2025-03-21 18:41:56
20250321_182708,6,0.047106914584598036,0.93952,0.9565145639079132,0.9216824361930508,0.9387755102040817,2025-03-21 18:44:54
20250321_182708,7,0.03514035267965175,0.93756,0.9716561054975167,0.9022024330126421,0.9356421356421356,2025-03-21 18:47:53
20250321_182708,8,0.027806766061016928,0.94296,0.9583230579531443,0.9269301105192017,0.9423652089564304,2025-03-21 18:50:51
20250321_182708,9,0.02224427293278849,0.94312,0.9602277415628352,0.9252603959608809,0.9424198250728864,2025-03-21 18:53:49
20250321_182708,10,0.017861039386291386,0.94288,0.9603600627632339,0.9246243142243779,0.9421534472980637,2025-03-21 18:56:47
20250321_182708,11,0.01529123656012264,0.94036,0.9460807983260905,0.9347221117913652,0.9403671559412871,2025-03-21 18:59:46
20250321_182708,12,0.014350222875229036,0.94048,0.9630836047774158,0.9168323129522143,0.9393890020366599,2025-03-21 19:02:44
20250321_182708,13,0.013515556919501312,0.94108,0.9611295681063123,0.920092231851793,0.9401633017833204,2025-03-21 19:05:42
20250321_182708,14,0.012562705946982116,0.93924,0.9755719938069843,0.9018048819273277,0.9372391852249721,2025-03-21 19:08:41
20250321_182708,15,0.010833690114201718,0.9414,0.9620758483033932,0.9197741909835414,0.9404495752205195,2025-03-21 19:11:39
20250321_182708,16,0.008717394277817767,0.94204,0.9546494525249224,0.9289178659457741,0.941607898448519,2025-03-21 19:14:37
20250321_182708,17,0.008042089500839572,0.9428,0.9565822888506594,0.9284408046433966,0.9423014848289218,2025-03-21 19:17:36
20250321_182708,18,0.010074813817395294,0.93964,0.970578231292517,0.9075296175558559,0.9379956444919259,2025-03-21 19:20:34
20250321_182708,19,0.006930298466005349,0.94304,0.9561554192229039,0.9293949272481514,0.9425852753810177,2025-03-21 19:23:32
20250321_182708,20,0.006688301406755849,0.9422,0.9601521164021164,0.9234316609684344,0.9414339561463948,2025-03-21 19:26:30
