run_id,epoch,train_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250319_144902,1,0.09679511382060797,0.98172,0.9768649669499528,0.9870398346187486,0.9819260431085624,2025-03-19 14:50:28
20250319_144902,2,0.03924074023328468,0.98424,0.982036875840785,0.986721793750497,0.9843737606091854,2025-03-19 14:51:54
20250319_144902,3,0.025495339691841683,0.98424,0.984105539219582,0.9845750178897988,0.9843402225755167,2025-03-19 14:53:21
20250319_144902,4,0.019002827152064968,0.9844,0.9789357855851607,0.9902997535183271,0.9845849802371541,2025-03-19 14:54:48
20250319_144902,5,0.012291888539286545,0.98524,0.9832937450514647,0.9874373857040629,0.985361209187924,2025-03-19 14:56:14
20250319_144902,6,0.009483219332657248,0.9846,0.9807570977917981,0.9887890593941322,0.9847567011125629,2025-03-19 14:57:41
20250319_144902,7,0.006953809540409937,0.98516,0.9859850294632904,0.984495507672736,0.985239705589815,2025-03-19 14:59:07
20250319_144902,8,0.005672219603957583,0.98488,0.9835883612146198,0.9864037528822454,0.9849940452560539,2025-03-19 15:00:34
20250319_144902,9,0.00416629042632428,0.98456,0.9829648997702243,0.9864037528822454,0.9846813239145964,2025-03-19 15:02:00
20250319_144902,10,0.0038523209267604754,0.98464,0.9811380317259885,0.9884710185258806,0.9847908745247148,2025-03-19 15:03:27
20250319_144902,11,0.003180081067332795,0.98492,0.980466288594833,0.9897431819988869,0.9850828947889052,2025-03-19 15:04:54
20250319_144902,12,0.002722882729989467,0.98544,0.9833003561535417,0.9878349367893774,0.9855624305886086,2025-03-19 15:06:20
20250319_144902,13,0.002626938387595369,0.9858,0.9827014218009479,0.9891866104794466,0.9859333518247019,2025-03-19 15:07:47
20250319_144902,14,0.0020600887064636505,0.98556,0.9840703756538278,0.9872783652699372,0.9856717602698948,2025-03-19 15:09:14
20250319_144902,15,0.0024817404230191575,0.98524,0.9824533670565918,0.9883119980917547,0.985373974394546,2025-03-19 15:10:40
20250319_144902,16,0.0023537489278973546,0.98384,0.9861033463780848,0.9817126500755347,0.9839030998485935,2025-03-19 15:12:07
20250319_144902,17,0.002213774424917017,0.98424,0.9799858167205105,0.9888685696111951,0.984407155295235,2025-03-19 15:13:34
20250319_144902,18,0.0016219164189518482,0.9836,0.9786765284444094,0.9889480798282579,0.9837854939492209,2025-03-19 15:15:00
20250319_144902,19,0.0015518225212266163,0.98528,0.9836013625920937,0.9871988550528743,0.9853968253968254,2025-03-19 15:16:27
20250319_144902,20,0.001354689352868628,0.98524,0.9816159065804008,0.9891866104794466,0.9853867173577284,2025-03-19 15:17:53
20250319_144902,21,0.0020891081764299693,0.98492,0.9828241253759696,0.9872783652699372,0.9850462099877038,2025-03-19 15:19:20
20250319_144902,22,0.0012498381720743178,0.98588,0.9861597200127267,0.9857676711457423,0.9859636566066245,2025-03-19 15:20:47
20250319_144902,23,0.0015200489881176415,0.98456,0.9852718732584985,0.9840184463703586,0.9846447609197231,2025-03-19 15:22:13
20250319_144902,24,0.0019243479742033828,0.98584,0.9853863871018982,0.9864832630993082,0.9859345200254291,2025-03-19 15:23:40
20250319_144902,25,0.0010095831428486304,0.98564,0.9852263701350278,0.9862447324481196,0.9857352882743274,2025-03-19 15:25:06
