run_id,epoch,train_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250319_220737,1,41027.216051324845,0.8348,0.8332149901380671,0.8397074024012086,0.8364485981308412,2025-03-19 22:09:10
20250319_220737,2,1.1151844741134513,0.87956,0.8723917782622236,0.8909119821897113,0.881554620195901,2025-03-19 22:10:43
20250319_220737,3,0.6517980760376608,0.89568,0.8968866948005414,0.895603084996422,0.8962444302991726,2025-03-19 22:12:16
20250319_220737,4,0.4577051721030128,0.905,0.910180122225796,0.8999761469348811,0.9050493743253508,2025-03-19 22:13:49
20250319_220737,5,0.3350036420411217,0.90852,0.9029605263157895,0.9166732925180886,0.909765239692247,2025-03-19 22:15:23
20250319_220737,6,0.29412275832464263,0.91368,0.9113954039327173,0.9176274151228433,0.914500792393027,2025-03-19 22:16:56
20250319_220737,7,0.2767260433667349,0.91764,0.9126000313823944,0.9248628448755665,0.9186905185009675,2025-03-19 22:18:29
20250319_220737,8,0.26613755335986816,0.92304,0.9237807303683666,0.9231931303172458,0.9234868368726636,2025-03-19 22:20:02
20250319_220737,9,0.2541002417587176,0.92544,0.9177259611635342,0.9356762343961199,0.9266141732283465,2025-03-19 22:21:35
20250319_220737,10,0.24276785954273603,0.92928,0.9221935786266698,0.938618112427447,0.9303333596028056,2025-03-19 22:23:09
20250319_220737,11,0.23058299923716144,0.93228,0.9272927135678392,0.9390156635127614,0.9331173705210761,2025-03-19 22:24:42
20250319_220737,12,0.2241272314518385,0.93632,0.9369878271938897,0.936391826349686,0.9366897319653226,2025-03-19 22:26:15
20250319_220737,13,0.21447590026534052,0.93844,0.9326591407964879,0.945933052397233,0.9392492006473769,2025-03-19 22:27:48
20250319_220737,14,0.20542958653420718,0.93984,0.9280247390800155,0.9544406456229626,0.9410473502665412,2025-03-19 22:29:21
20250319_220737,15,0.19650051806363636,0.943,0.9321140731556107,0.956348890832472,0.9440759781798203,2025-03-19 22:30:54
20250319_220737,16,0.18990801030661872,0.94368,0.9310690852952528,0.9590522382126103,0.9448535171549428,2025-03-19 22:32:28
20250319_220737,17,0.18216346967138936,0.94696,0.9400078216660148,0.955553788661843,0.947717057014431,2025-03-19 22:34:01
20250319_220737,18,0.173323387172035,0.94944,0.9501074242062545,0.9493519917309374,0.9497295577473751,2025-03-19 22:35:34
20250319_220737,19,0.16651124204588424,0.95068,0.9442355889724311,0.958575176910233,0.9513513513513514,2025-03-19 22:37:07
20250319_220737,20,0.16158925874139668,0.95208,0.9455015268968757,0.9600858710344279,0.9527378885908159,2025-03-19 22:38:41
