run_id,epoch,train_loss,val_loss,val_acc,val_precision,val_recall,val_f1,timestamp
20250503_145342,1,0.34778861808827366,0.09523931983858347,0.968,0.9612250908020026,0.9755903158314237,0.9683544303797469,2025-05-03 14:54:32
20250503_145342,2,0.08369723663239156,0.06233468079008162,0.97735,0.9697118212115271,0.9856530835907144,0.9776174712189337,2025-05-03 14:55:22
20250503_145342,3,0.05898194450695636,0.049295791098847984,0.98265,0.981418918918919,0.9840589817674604,0.982737177254863,2025-05-03 14:56:12
20250503_145342,4,0.045737462465540835,0.04496641677105799,0.98345,0.9822138314785374,0.9848560326790874,0.9835331575543506,2025-05-03 14:57:02
20250503_145342,5,0.03574551567750967,0.0444056760519743,0.98435,0.983300198807157,0.9855534522267609,0.9844255361496741,2025-05-03 14:57:52
20250503_145342,6,0.028421483452479215,0.043166157195810226,0.986,0.9839301656581688,0.9882434990535021,0.9860821155184412,2025-05-03 14:58:42
20250503_145342,7,0.02419355369796503,0.0503618300659582,0.9847,0.9781818181818182,0.9916309654279167,0.9848604789234119,2025-05-03 14:59:32
20250503_145342,8,0.01903946234813055,0.04861404614057392,0.98535,0.9805681594002762,0.9904353890604762,0.9854770755885998,2025-05-03 15:00:21
20250503_145342,9,0.01629024017917908,0.052718616872152776,0.98455,0.9790230451053772,0.9904353890604762,0.9846961517507801,2025-05-03 15:01:11
20250503_145342,10,0.012507594833781912,0.04843102534396167,0.9855,0.9841064865401807,0.9870479226860616,0.985575009948269,2025-05-03 15:02:01
20250503_145342,11,0.01041487653609523,0.05588541530378279,0.9854,0.9813296453620468,0.9897379695128027,0.9855158730158731,2025-05-03 15:02:51
